probe,t,classifier,sid,label,cpop
ADM_ImageNet,20,resnet50,144,0,-0.020442239940166473
ADM_ImageNet,20,resnet50,144,1,-0.01356835663318634
ADM_ImageNet,20,resnet50,145,0,-0.02421671152114868
ADM_ImageNet,20,resnet50,145,1,-0.014956198632717133
ADM_ImageNet,20,resnet50,146,0,-0.019461043179035187
ADM_ImageNet,20,resnet50,146,1,-0.012774184346199036
ADM_ImageNet,20,resnet50,147,0,-0.019555188715457916
ADM_ImageNet,20,resnet50,147,1,-0.013013362884521484
ADM_ImageNet,20,resnet50,148,0,-0.034240901470184326
ADM_ImageNet,20,resnet50,148,1,-0.01820378750562668
ADM_ImageNet,20,resnet50,149,0,-0.017605341970920563
ADM_ImageNet,20,resnet50,149,1,-0.012246377766132355
ADM_ImageNet,20,vit_b_16,150,0,-0.02251746505498886
ADM_ImageNet,20,vit_b_16,150,1,-0.015085451304912567
ADM_ImageNet,20,vit_b_16,151,0,-0.02021060138940811
ADM_ImageNet,20,vit_b_16,151,1,-0.01375897228717804
ADM_ImageNet,20,vit_b_16,152,0,-0.013323664665222168
ADM_ImageNet,20,vit_b_16,152,1,-0.010661058127880096
ADM_ImageNet,20,vit_b_16,153,0,-0.025897420942783356
ADM_ImageNet,20,vit_b_16,153,1,-0.01641383022069931
ADM_ImageNet,20,vit_b_16,154,0,-0.007294878363609314
ADM_ImageNet,20,vit_b_16,154,1,-0.006265588104724884
ADM_ImageNet,20,vit_b_16,155,0,-0.027026712894439697
ADM_ImageNet,20,vit_b_16,155,1,-0.017188794910907745
ADM_ImageNet,20,vit_b_16,156,0,-0.00937238335609436
ADM_ImageNet,20,vit_b_16,156,1,-0.007881991565227509
ADM_ImageNet,20,vit_b_16,157,0,-0.015920095145702362
ADM_ImageNet,20,vit_b_16,157,1,-0.011739738285541534
ADM_ImageNet,20,vit_b_16,158,0,-0.01347050815820694
ADM_ImageNet,20,vit_b_16,158,1,-0.010744206607341766
ADM_ImageNet,20,vit_b_16,159,0,-0.0113288015127182
ADM_ImageNet,20,vit_b_16,159,1,-0.009104199707508087
ADM_ImageNet,20,vit_b_16,160,0,-0.0036211609840393066
ADM_ImageNet,20,vit_b_16,160,1,-0.0034179314970970154
ADM_ImageNet,20,vit_b_16,161,0,-0.01685309410095215
ADM_ImageNet,20,vit_b_16,161,1,-0.012982770800590515
ADM_ImageNet,20,vit_b_16,162,0,-0.017538607120513916
ADM_ImageNet,20,vit_b_16,162,1,-0.012905612587928772
ADM_ImageNet,20,vit_b_16,163,0,-0.025452442467212677
ADM_ImageNet,20,vit_b_16,163,1,-0.016327492892742157
ADM_ImageNet,20,vit_b_16,164,0,-0.025952398777008057
ADM_ImageNet,20,vit_b_16,164,1,-0.017043016850948334
ADM_ImageNet,20,vit_b_16,165,0,-0.013328321278095245
ADM_ImageNet,20,vit_b_16,165,1,-0.010571539402008057
ADM_ImageNet,20,vit_b_16,166,0,-0.006929636001586914
ADM_ImageNet,20,vit_b_16,166,1,-0.006074972450733185
ADM_ImageNet,20,vit_b_16,167,0,-0.025395050644874573
ADM_ImageNet,20,vit_b_16,167,1,-0.01632951945066452
ADM_ImageNet,20,vit_b_16,168,0,-0.02699165791273117
ADM_ImageNet,20,vit_b_16,168,1,-0.017149604856967926
ADM_ImageNet,20,vit_b_16,169,0,-0.025726698338985443
ADM_ImageNet,20,vit_b_16,169,1,-0.01596866548061371
ADM_ImageNet,20,vit_b_16,170,0,-0.006957113742828369
ADM_ImageNet,20,vit_b_16,170,1,-0.006202422082424164
ADM_ImageNet,20,vit_b_16,171,0,-0.015802279114723206
ADM_ImageNet,20,vit_b_16,171,1,-0.012220054864883423
ADM_ImageNet,20,vit_b_16,172,0,-0.02733190357685089
ADM_ImageNet,20,vit_b_16,172,1,-0.016757920384407043
ADM_ImageNet,20,vit_b_16,173,0,-0.011941246688365936
ADM_ImageNet,20,vit_b_16,173,1,-0.009454138576984406
ADM_ImageNet,20,vit_b_16,174,0,-0.007986597716808319
ADM_ImageNet,20,vit_b_16,174,1,-0.006968148052692413
ADM_ImageNet,20,vit_b_16,175,0,-0.021615684032440186
ADM_ImageNet,20,vit_b_16,175,1,-0.014326877892017365
ADM_ImageNet,20,vit_b_16,176,0,-0.012793540954589844
ADM_ImageNet,20,vit_b_16,176,1,-0.01015269011259079
ADM_ImageNet,20,vit_b_16,177,0,-0.008017510175704956
ADM_ImageNet,20,vit_b_16,177,1,-0.006834119558334351
ADM_ImageNet,20,vit_b_16,178,0,-0.006484232842922211
ADM_ImageNet,20,vit_b_16,178,1,-0.005748286843299866
ADM_ImageNet,20,vit_b_16,179,0,-0.022218219935894012
ADM_ImageNet,20,vit_b_16,179,1,-0.014599204063415527
ADM_ImageNet,20,vit_b_16,180,0,-0.013349652290344238
ADM_ImageNet,20,vit_b_16,180,1,-0.010607153177261353
ADM_ImageNet,20,vit_b_16,181,0,-0.021898068487644196
ADM_ImageNet,20,vit_b_16,181,1,-0.015390902757644653
ADM_ImageNet,20,vit_b_16,182,0,-0.01636786013841629
ADM_ImageNet,20,vit_b_16,182,1,-0.012050263583660126
ADM_ImageNet,20,vit_b_16,183,0,-0.06580504029989243
ADM_ImageNet,20,vit_b_16,183,1,-0.023364253342151642
ADM_ImageNet,20,vit_b_16,184,0,-0.020510531961917877
ADM_ImageNet,20,vit_b_16,184,1,-0.014574594795703888
ADM_ImageNet,20,vit_b_16,185,0,-0.0071725994348526
ADM_ImageNet,20,vit_b_16,185,1,-0.006167680025100708
ADM_ImageNet,20,vit_b_16,186,0,-0.027293257415294647
ADM_ImageNet,20,vit_b_16,186,1,-0.017177045345306396
ADM_ImageNet,20,vit_b_16,187,0,-0.012903332710266113
ADM_ImageNet,20,vit_b_16,187,1,-0.010058492422103882
ADM_ImageNet,20,vit_b_16,188,0,-0.0232139453291893
ADM_ImageNet,20,vit_b_16,188,1,-0.015834182500839233
ADM_ImageNet,20,vit_b_16,189,0,-0.019271597266197205
ADM_ImageNet,20,vit_b_16,189,1,-0.013447925448417664
ADM_ImageNet,20,vit_b_16,190,0,-0.014178887009620667
ADM_ImageNet,20,vit_b_16,190,1,-0.010921038687229156
ADM_ImageNet,20,vit_b_16,191,0,-0.03068234771490097
ADM_ImageNet,20,vit_b_16,191,1,-0.01739775389432907
ADM_ImageNet,20,vit_b_16,192,0,-0.008333519101142883
ADM_ImageNet,20,vit_b_16,192,1,-0.007367983460426331
ADM_ImageNet,20,vit_b_16,193,0,-0.016994692385196686
ADM_ImageNet,20,vit_b_16,193,1,-0.012333840131759644
ADM_ImageNet,20,vit_b_16,194,0,-0.012461639940738678
ADM_ImageNet,20,vit_b_16,194,1,-0.010528311133384705
ADM_ImageNet,20,vit_b_16,195,0,-0.015775106847286224
ADM_ImageNet,20,vit_b_16,195,1,-0.011849172413349152
ADM_ImageNet,20,vit_b_16,196,0,-0.012277267873287201
ADM_ImageNet,20,vit_b_16,196,1,-0.009572386741638184
ADM_ImageNet,20,vit_b_16,197,0,-0.016011342406272888
ADM_ImageNet,20,vit_b_16,197,1,-0.012027539312839508
ADM_ImageNet,20,vit_b_16,198,0,-0.02770525962114334
ADM_ImageNet,20,vit_b_16,198,1,-0.01584700495004654
ADM_ImageNet,20,vit_b_16,199,0,-0.01077607274055481
ADM_ImageNet,20,vit_b_16,199,1,-0.008565060794353485
ADM_ImageNet,20,vit_b_16,200,0,-0.016057491302490234
ADM_ImageNet,20,vit_b_16,200,1,-0.011872678995132446
ADM_ImageNet,20,vit_b_16,201,0,-0.024654418230056763
ADM_ImageNet,20,vit_b_16,201,1,-0.016678586602211
ADM_ImageNet,20,vit_b_16,202,0,-0.03461433947086334
ADM_ImageNet,20,vit_b_16,202,1,-0.01923452317714691
ADM_ImageNet,20,vit_b_16,203,0,-0.015126563608646393
ADM_ImageNet,20,vit_b_16,203,1,-0.011218264698982239
ADM_ImageNet,20,vit_b_16,204,0,-0.027879104018211365
ADM_ImageNet,20,vit_b_16,204,1,-0.017788060009479523
ADM_ImageNet,20,vit_b_16,205,0,-0.012994125485420227
ADM_ImageNet,20,vit_b_16,205,1,-0.010443933308124542
ADM_ImageNet,20,vit_b_16,206,0,-0.019391395151615143
ADM_ImageNet,20,vit_b_16,206,1,-0.013527490198612213
ADM_ImageNet,20,vit_b_16,207,0,-0.00989888608455658
ADM_ImageNet,20,vit_b_16,207,1,-0.008564598858356476
ADM_ImageNet,20,vit_b_16,208,0,-0.008062273263931274
ADM_ImageNet,20,vit_b_16,208,1,-0.006959125399589539
ADM_ImageNet,20,vit_b_16,209,0,-0.02848515659570694
ADM_ImageNet,20,vit_b_16,209,1,-0.018649771809577942
ADM_ImageNet,20,vit_b_16,210,0,-0.020963802933692932
ADM_ImageNet,20,vit_b_16,210,1,-0.014455609023571014
ADM_ImageNet,20,vit_b_16,211,0,-0.016378983855247498
ADM_ImageNet,20,vit_b_16,211,1,-0.012386322021484375
ADM_ImageNet,20,vit_b_16,212,0,-0.037580810487270355
ADM_ImageNet,20,vit_b_16,212,1,-0.019735775887966156
ADM_ImageNet,20,vit_b_16,213,0,-0.007291451096534729
ADM_ImageNet,20,vit_b_16,213,1,-0.006472267210483551
ADM_ImageNet,20,vit_b_16,214,0,-0.013029806315898895
ADM_ImageNet,20,vit_b_16,214,1,-0.010147452354431152
ADM_ImageNet,20,vit_b_16,215,0,-0.0034692957997322083
ADM_ImageNet,20,vit_b_16,215,1,-0.0032207071781158447
ADM_ImageNet,20,vit_b_16,216,0,-0.00629027932882309
ADM_ImageNet,20,vit_b_16,216,1,-0.005603961646556854
ADM_ImageNet,20,vit_b_16,217,0,-0.008760817348957062
ADM_ImageNet,20,vit_b_16,217,1,-0.00737067312002182
ADM_ImageNet,20,vit_b_16,218,0,-0.008263640105724335
ADM_ImageNet,20,vit_b_16,218,1,-0.006988950073719025
ADM_ImageNet,20,vit_b_16,219,0,-0.01258455216884613
ADM_ImageNet,20,vit_b_16,219,1,-0.009931646287441254
ADM_ImageNet,20,vit_b_16,220,0,-0.010201700031757355
ADM_ImageNet,20,vit_b_16,220,1,-0.008383549749851227
ADM_ImageNet,20,vit_b_16,221,0,-0.016612596809864044
ADM_ImageNet,20,vit_b_16,221,1,-0.01296280324459076
ADM_ImageNet,20,vit_b_16,222,0,-0.03182799369096756
ADM_ImageNet,20,vit_b_16,222,1,-0.018796004354953766
ADM_ImageNet,20,vit_b_16,223,0,-0.0102730393409729
ADM_ImageNet,20,vit_b_16,223,1,-0.008331835269927979
ADM_ImageNet,20,vit_b_16,224,0,-0.009703636169433594
ADM_ImageNet,20,vit_b_16,224,1,-0.008231759071350098
ADM_ImageNet,20,vit_b_16,225,0,-0.019307658076286316
ADM_ImageNet,20,vit_b_16,225,1,-0.013047091662883759
ADM_ImageNet,20,vit_b_16,226,0,-0.003748670220375061
ADM_ImageNet,20,vit_b_16,226,1,-0.0035025477409362793
ADM_ImageNet,20,vit_b_16,227,0,-0.02445083111524582
ADM_ImageNet,20,vit_b_16,227,1,-0.01641044020652771
ADM_ImageNet,20,vit_b_16,228,0,-0.015354856848716736
ADM_ImageNet,20,vit_b_16,228,1,-0.011830389499664307
ADM_ImageNet,20,vit_b_16,229,0,-0.020130328834056854
ADM_ImageNet,20,vit_b_16,229,1,-0.014108620584011078
ADM_ImageNet,20,vit_b_16,230,0,-0.01009119302034378
ADM_ImageNet,20,vit_b_16,230,1,-0.008364304900169373
ADM_ImageNet,20,vit_b_16,231,0,-0.010737970471382141
ADM_ImageNet,20,vit_b_16,231,1,-0.008751064538955688
ADM_ImageNet,20,vit_b_16,232,0,-0.02206571400165558
ADM_ImageNet,20,vit_b_16,232,1,-0.014524035155773163
ADM_ImageNet,20,vit_b_16,233,0,-0.005815722048282623
ADM_ImageNet,20,vit_b_16,233,1,-0.00523541122674942
ADM_ImageNet,20,vit_b_16,234,0,-0.04586135596036911
ADM_ImageNet,20,vit_b_16,234,1,-0.030528530478477478
ADM_ImageNet,20,vit_b_16,235,0,-0.01461375504732132
ADM_ImageNet,20,vit_b_16,235,1,-0.011714346706867218
ADM_ImageNet,20,vit_b_16,236,0,-0.07857544720172882
ADM_ImageNet,20,vit_b_16,236,1,-0.02989014983177185
ADM_ImageNet,20,vit_b_16,237,0,-0.0059228092432022095
ADM_ImageNet,20,vit_b_16,237,1,-0.005302987992763519
ADM_ImageNet,20,vit_b_16,238,0,-0.03425717353820801
ADM_ImageNet,20,vit_b_16,238,1,-0.020653419196605682
ADM_ImageNet,20,vit_b_16,239,0,-0.013963498175144196
ADM_ImageNet,20,vit_b_16,239,1,-0.011106573045253754
ADM_ImageNet,20,vit_b_16,240,0,-0.019434548914432526
ADM_ImageNet,20,vit_b_16,240,1,-0.015062473714351654
ADM_ImageNet,20,vit_b_16,241,0,-0.020319752395153046
ADM_ImageNet,20,vit_b_16,241,1,-0.01470176875591278
ADM_ImageNet,20,vit_b_16,242,0,-0.020865559577941895
ADM_ImageNet,20,vit_b_16,242,1,-0.014913246035575867
ADM_ImageNet,20,vit_b_16,243,0,-0.013676255941390991
ADM_ImageNet,20,vit_b_16,243,1,-0.010337404906749725
ADM_ImageNet,20,vit_b_16,244,0,-0.018024533987045288
ADM_ImageNet,20,vit_b_16,244,1,-0.013152912259101868
ADM_ImageNet,20,vit_b_16,245,0,-0.01754557341337204
ADM_ImageNet,20,vit_b_16,245,1,-0.013105414807796478
ADM_ImageNet,20,vit_b_16,246,0,-0.010485000908374786
ADM_ImageNet,20,vit_b_16,246,1,-0.00888068974018097
ADM_ImageNet,20,vit_b_16,247,0,-0.020063504576683044
ADM_ImageNet,20,vit_b_16,247,1,-0.014606326818466187
ADM_ImageNet,20,vit_b_16,248,0,-0.02383115142583847
ADM_ImageNet,20,vit_b_16,248,1,-0.016643129289150238
ADM_ImageNet,20,vit_b_16,249,0,-0.006360836327075958
ADM_ImageNet,20,vit_b_16,249,1,-0.005691505968570709
ADM_ImageNet,20,vit_b_16,250,0,-0.06862816959619522
ADM_ImageNet,20,vit_b_16,250,1,-0.02577834576368332
ADM_ImageNet,20,vit_b_16,251,0,-0.010645270347595215
ADM_ImageNet,20,vit_b_16,251,1,-0.009039029479026794
ADM_ImageNet,20,vit_b_16,252,0,-0.02274344116449356
ADM_ImageNet,20,vit_b_16,252,1,-0.014647014439105988
ADM_ImageNet,20,vit_b_16,253,0,-0.05445903539657593
ADM_ImageNet,20,vit_b_16,253,1,-0.029459834098815918
ADM_ImageNet,20,vit_b_16,254,0,-0.00824650377035141
ADM_ImageNet,20,vit_b_16,254,1,-0.007044471800327301
ADM_ImageNet,20,vit_b_16,255,0,-0.014131389558315277
ADM_ImageNet,20,vit_b_16,255,1,-0.010805152356624603
ADM_ImageNet,20,vit_b_16,256,0,-0.038196682929992676
ADM_ImageNet,20,vit_b_16,256,1,-0.019350141286849976
ADM_ImageNet,20,vit_b_16,257,0,-0.013560034334659576
ADM_ImageNet,20,vit_b_16,257,1,-0.010975383222103119
ADM_ImageNet,20,vit_b_16,258,0,-0.01724846661090851
ADM_ImageNet,20,vit_b_16,258,1,-0.011812955141067505
ADM_ImageNet,20,vit_b_16,259,0,-0.00990370661020279
ADM_ImageNet,20,vit_b_16,259,1,-0.008064888417720795
ADM_ImageNet,20,vit_b_16,260,0,-0.014150604605674744
ADM_ImageNet,20,vit_b_16,260,1,-0.010870851576328278
ADM_ImageNet,20,vit_b_16,261,0,-0.027361586689949036
ADM_ImageNet,20,vit_b_16,261,1,-0.01751728355884552
ADM_ImageNet,20,vit_b_16,262,0,-0.027042731642723083
ADM_ImageNet,20,vit_b_16,262,1,-0.017508506774902344
ADM_ImageNet,20,vit_b_16,263,0,-0.031373098492622375
ADM_ImageNet,20,vit_b_16,263,1,-0.018043532967567444
ADM_ImageNet,20,vit_b_16,264,0,-0.017056167125701904
ADM_ImageNet,20,vit_b_16,264,1,-0.012342981994152069
ADM_ImageNet,20,vit_b_16,265,0,-0.018729329109191895
ADM_ImageNet,20,vit_b_16,265,1,-0.013669304549694061
ADM_ImageNet,20,vit_b_16,266,0,-0.023803435266017914
ADM_ImageNet,20,vit_b_16,266,1,-0.015445813536643982
ADM_ImageNet,20,vit_b_16,267,0,-0.06839260458946228
ADM_ImageNet,20,vit_b_16,267,1,-0.02850942313671112
ADM_ImageNet,20,vit_b_16,268,0,-0.017087727785110474
ADM_ImageNet,20,vit_b_16,268,1,-0.012397132813930511
ADM_ImageNet,20,vit_b_16,269,0,-0.006607264280319214
ADM_ImageNet,20,vit_b_16,269,1,-0.005894653499126434
ADM_ImageNet,20,vit_b_16,270,0,-0.024465739727020264
ADM_ImageNet,20,vit_b_16,270,1,-0.016995057463645935
ADM_ImageNet,20,vit_b_16,271,0,-0.019694745540618896
ADM_ImageNet,20,vit_b_16,271,1,-0.01393631100654602
ADM_ImageNet,20,vit_b_16,272,0,-0.023465760052204132
ADM_ImageNet,20,vit_b_16,272,1,-0.015429198741912842
ADM_ImageNet,20,vit_b_16,273,0,-0.018998704850673676
ADM_ImageNet,20,vit_b_16,273,1,-0.013630256056785583
ADM_ImageNet,20,vit_b_16,274,0,-0.016886606812477112
ADM_ImageNet,20,vit_b_16,274,1,-0.01239553838968277
ADM_ImageNet,20,vit_b_16,275,0,-0.11708875745534897
ADM_ImageNet,20,vit_b_16,275,1,-0.031280241906642914
ADM_ImageNet,20,vit_b_16,276,0,-0.00842345505952835
ADM_ImageNet,20,vit_b_16,276,1,-0.007345601916313171
ADM_ImageNet,20,vit_b_16,277,0,-0.051029808819293976
ADM_ImageNet,20,vit_b_16,277,1,-0.023350849747657776
ADM_ImageNet,20,vit_b_16,278,0,-0.012603767216205597
ADM_ImageNet,20,vit_b_16,278,1,-0.010125048458576202
ADM_ImageNet,20,vit_b_16,279,0,-0.02263939380645752
ADM_ImageNet,20,vit_b_16,279,1,-0.015820644795894623
ADM_ImageNet,20,vit_b_16,280,0,-0.011096261441707611
ADM_ImageNet,20,vit_b_16,280,1,-0.008752197027206421
ADM_ImageNet,20,vit_b_16,281,0,-0.022489354014396667
ADM_ImageNet,20,vit_b_16,281,1,-0.014998145401477814
ADM_ImageNet,20,vit_b_16,282,0,-0.014728628098964691
ADM_ImageNet,20,vit_b_16,282,1,-0.011634275317192078
ADM_ImageNet,20,vit_b_16,283,0,-0.01221003383398056
ADM_ImageNet,20,vit_b_16,283,1,-0.010045498609542847
ADM_ImageNet,20,vit_b_16,284,0,-0.019220642745494843
ADM_ImageNet,20,vit_b_16,284,1,-0.013617590069770813
ADM_ImageNet,20,vit_b_16,285,0,-0.01672704517841339
ADM_ImageNet,20,vit_b_16,285,1,-0.012492254376411438
ADM_ImageNet,20,vit_b_16,286,0,-0.020425915718078613
ADM_ImageNet,20,vit_b_16,286,1,-0.014009803533554077
ADM_ImageNet,20,vit_b_16,287,0,-0.014411963522434235
ADM_ImageNet,20,vit_b_16,287,1,-0.011074982583522797
ADM_ImageNet,20,vit_b_16,288,0,-0.026992663741111755
ADM_ImageNet,20,vit_b_16,288,1,-0.018092773854732513
ADM_ImageNet,20,vit_b_16,289,0,-0.01322263479232788
ADM_ImageNet,20,vit_b_16,289,1,-0.01014658808708191
ADM_ImageNet,20,vit_b_16,290,0,-0.05016946792602539
ADM_ImageNet,20,vit_b_16,290,1,-0.02295183390378952
ADM_ImageNet,20,vit_b_16,291,0,-0.0067239925265312195
ADM_ImageNet,20,vit_b_16,291,1,-0.00604865700006485
ADM_ImageNet,20,vit_b_16,292,0,-0.05251854658126831
ADM_ImageNet,20,vit_b_16,292,1,-0.023277930915355682
ADM_ImageNet,20,vit_b_16,293,0,-0.018894970417022705
ADM_ImageNet,20,vit_b_16,293,1,-0.013645477592945099
ADM_ImageNet,20,vit_b_16,294,0,-0.020417749881744385
ADM_ImageNet,20,vit_b_16,294,1,-0.014446422457695007
ADM_ImageNet,20,vit_b_16,295,0,-0.024213917553424835
ADM_ImageNet,20,vit_b_16,295,1,-0.01578988879919052
ADM_ImageNet,20,vit_b_16,296,0,-0.01944775879383087
ADM_ImageNet,20,vit_b_16,296,1,-0.013422876596450806
ADM_ImageNet,20,vit_b_16,297,0,-0.019536226987838745
ADM_ImageNet,20,vit_b_16,297,1,-0.013534918427467346
ADM_ImageNet,20,vit_b_16,298,0,-0.03421653062105179
ADM_ImageNet,20,vit_b_16,298,1,-0.019458085298538208
ADM_ImageNet,20,vit_b_16,299,0,-0.01760713756084442
ADM_ImageNet,20,vit_b_16,299,1,-0.012854225933551788
DDPM_CelebAHQ,1,resnet50,0,0,-0.01980435848236084
DDPM_CelebAHQ,1,resnet50,0,1,-0.012735635042190552
DDPM_CelebAHQ,1,resnet50,1,0,-0.018090419471263885
DDPM_CelebAHQ,1,resnet50,1,1,-0.012135908007621765
DDPM_CelebAHQ,1,resnet50,2,0,-0.015089765191078186
DDPM_CelebAHQ,1,resnet50,2,1,-0.011183381080627441
DDPM_CelebAHQ,1,resnet50,3,0,-0.031638003885746
DDPM_CelebAHQ,1,resnet50,3,1,-0.017490409314632416
DDPM_CelebAHQ,1,resnet50,4,0,-0.008395805954933167
DDPM_CelebAHQ,1,resnet50,4,1,-0.006827749311923981
DDPM_CelebAHQ,1,resnet50,5,0,-0.020356595516204834
DDPM_CelebAHQ,1,resnet50,5,1,-0.012413255870342255
DDPM_CelebAHQ,1,resnet50,6,0,-0.007257819175720215
DDPM_CelebAHQ,1,resnet50,6,1,-0.006200619041919708
DDPM_CelebAHQ,1,resnet50,7,0,-0.019684351980686188
DDPM_CelebAHQ,1,resnet50,7,1,-0.013201624155044556
DDPM_CelebAHQ,1,resnet50,8,0,-0.015029169619083405
DDPM_CelebAHQ,1,resnet50,8,1,-0.010973632335662842
DDPM_CelebAHQ,1,resnet50,9,0,-0.012980267405509949
DDPM_CelebAHQ,1,resnet50,9,1,-0.010025881230831146
DDPM_CelebAHQ,1,resnet50,10,0,-0.002264358103275299
DDPM_CelebAHQ,1,resnet50,10,1,-0.0021700114011764526
DDPM_CelebAHQ,1,resnet50,11,0,-0.020054422318935394
DDPM_CelebAHQ,1,resnet50,11,1,-0.013264074921607971
DDPM_CelebAHQ,1,resnet50,12,0,-0.01651308685541153
DDPM_CelebAHQ,1,resnet50,12,1,-0.011283144354820251
DDPM_CelebAHQ,1,resnet50,13,0,-0.025949060916900635
DDPM_CelebAHQ,1,resnet50,13,1,-0.015743575990200043
DDPM_CelebAHQ,1,resnet50,14,0,-0.023576125502586365
DDPM_CelebAHQ,1,resnet50,14,1,-0.014425471425056458
DDPM_CelebAHQ,1,resnet50,15,0,-0.01088859885931015
DDPM_CelebAHQ,1,resnet50,15,1,-0.008470557630062103
DDPM_CelebAHQ,1,resnet50,16,0,-0.006631217896938324
DDPM_CelebAHQ,1,resnet50,16,1,-0.005843609571456909
DDPM_CelebAHQ,1,resnet50,17,0,-0.026980184018611908
DDPM_CelebAHQ,1,resnet50,17,1,-0.017028212547302246
DDPM_CelebAHQ,1,resnet50,18,0,-0.05331743508577347
DDPM_CelebAHQ,1,resnet50,18,1,-0.023327797651290894
DDPM_CelebAHQ,1,resnet50,19,0,-0.02886153757572174
DDPM_CelebAHQ,1,resnet50,19,1,-0.016551725566387177
DDPM_CelebAHQ,1,resnet50,20,0,-0.004919715225696564
DDPM_CelebAHQ,1,resnet50,20,1,-0.004388004541397095
DDPM_CelebAHQ,1,resnet50,21,0,-0.0150722935795784
DDPM_CelebAHQ,1,resnet50,21,1,-0.011193715035915375
DDPM_CelebAHQ,1,resnet50,22,0,-0.04723428189754486
DDPM_CelebAHQ,1,resnet50,22,1,-0.02055969089269638
DDPM_CelebAHQ,1,resnet50,23,0,-0.011609703302383423
DDPM_CelebAHQ,1,resnet50,23,1,-0.008801892399787903
DDPM_CelebAHQ,1,resnet50,24,0,-0.005789078772068024
DDPM_CelebAHQ,1,resnet50,24,1,-0.005054906010627747
DDPM_CelebAHQ,1,resnet50,25,0,-0.020712457597255707
DDPM_CelebAHQ,1,resnet50,25,1,-0.013510040938854218
DDPM_CelebAHQ,1,resnet50,26,0,-0.010122746229171753
DDPM_CelebAHQ,1,resnet50,26,1,-0.008150465786457062
DDPM_CelebAHQ,1,resnet50,27,0,-0.009448647499084473
DDPM_CelebAHQ,1,resnet50,27,1,-0.0076776593923568726
DDPM_CelebAHQ,1,resnet50,28,0,-0.004685156047344208
DDPM_CelebAHQ,1,resnet50,28,1,-0.004157155752182007
DDPM_CelebAHQ,1,resnet50,29,0,-0.021371185779571533
DDPM_CelebAHQ,1,resnet50,29,1,-0.013621360063552856
DDPM_CelebAHQ,1,resnet50,30,0,-0.013668037950992584
DDPM_CelebAHQ,1,resnet50,30,1,-0.010413609445095062
DDPM_CelebAHQ,1,resnet50,31,0,-0.02319084107875824
DDPM_CelebAHQ,1,resnet50,31,1,-0.015645436942577362
DDPM_CelebAHQ,1,resnet50,32,0,-0.012778811156749725
DDPM_CelebAHQ,1,resnet50,32,1,-0.009476512670516968
DDPM_CelebAHQ,1,resnet50,33,0,-0.035541847348213196
DDPM_CelebAHQ,1,resnet50,33,1,-0.016379185020923615
DDPM_CelebAHQ,1,resnet50,34,0,-0.017520800232887268
DDPM_CelebAHQ,1,resnet50,34,1,-0.012640461325645447
DDPM_CelebAHQ,1,resnet50,35,0,-0.006095327436923981
DDPM_CelebAHQ,1,resnet50,35,1,-0.005266465246677399
DDPM_CelebAHQ,1,resnet50,36,0,-0.034996844828128815
DDPM_CelebAHQ,1,resnet50,36,1,-0.018414422869682312
DDPM_CelebAHQ,1,resnet50,37,0,-0.009212285280227661
DDPM_CelebAHQ,1,resnet50,37,1,-0.007434144616127014
DDPM_CelebAHQ,1,resnet50,38,0,-0.03183849900960922
DDPM_CelebAHQ,1,resnet50,38,1,-0.017440423369407654
DDPM_CelebAHQ,1,resnet50,39,0,-0.014428310096263885
DDPM_CelebAHQ,1,resnet50,39,1,-0.010301530361175537
DDPM_CelebAHQ,1,resnet50,40,0,-0.018274731934070587
DDPM_CelebAHQ,1,resnet50,40,1,-0.012452684342861176
DDPM_CelebAHQ,1,resnet50,41,0,-0.03826066106557846
DDPM_CelebAHQ,1,resnet50,41,1,-0.018762752413749695
DDPM_CelebAHQ,1,resnet50,42,0,-0.008638545870780945
DDPM_CelebAHQ,1,resnet50,42,1,-0.007324032485485077
DDPM_CelebAHQ,1,resnet50,43,0,-0.016971319913864136
DDPM_CelebAHQ,1,resnet50,43,1,-0.01168457418680191
DDPM_CelebAHQ,1,resnet50,44,0,-0.013821110129356384
DDPM_CelebAHQ,1,resnet50,44,1,-0.011070162057876587
DDPM_CelebAHQ,1,resnet50,45,0,-0.01982244849205017
DDPM_CelebAHQ,1,resnet50,45,1,-0.01359768956899643
DDPM_CelebAHQ,1,resnet50,46,0,-0.013501271605491638
DDPM_CelebAHQ,1,resnet50,46,1,-0.010017730295658112
DDPM_CelebAHQ,1,resnet50,47,0,-0.015911683440208435
DDPM_CelebAHQ,1,resnet50,47,1,-0.011254489421844482
DDPM_CelebAHQ,1,resnet50,48,0,-0.020493946969509125
DDPM_CelebAHQ,1,resnet50,48,1,-0.012563414871692657
DDPM_CelebAHQ,1,resnet50,49,0,-0.009487621486186981
DDPM_CelebAHQ,1,resnet50,49,1,-0.00768028199672699
DDPM_CelebAHQ,1,resnet50,50,0,-0.02133144438266754
DDPM_CelebAHQ,1,resnet50,50,1,-0.013223804533481598
DDPM_CelebAHQ,1,resnet50,51,0,-0.03628217428922653
DDPM_CelebAHQ,1,resnet50,51,1,-0.019359372556209564
DDPM_CelebAHQ,1,resnet50,52,0,-0.03790660202503204
DDPM_CelebAHQ,1,resnet50,52,1,-0.0196949765086174
DDPM_CelebAHQ,1,resnet50,53,0,-0.014730125665664673
DDPM_CelebAHQ,1,resnet50,53,1,-0.010733641684055328
